tree_type,tree_height,leaf_width,root_depth,yearly_amount,price_per_orange
Navel,2.2168810914730415,2.038386818791297,1.5745313007119062,997.0,0.3
Blood Orange,3.711691440030199,2.9768161951263976,1.5723152748516416,860.0,0.35
Blood Orange,3.387192645871219,2.95861023304213,1.4788553434660563,1183.0,0.35
Blood Orange,3.6066227363587684,2.879491461713629,1.7085683803449179,1237.0,0.35
Blood Orange,3.6170771485160724,2.8160697137585613,2.0582990905797853,1037.0,0.35
Mandarin,3.4984064382953424,2.830422144000463,2.1256747423977247,1299.0,0.2
Blood Orange,3.755732165851099,2.9202413977151584,1.9212855056043967,1144.0,0.35
Mandarin,4.095090858736754,2.774315513730851,1.8378497147076782,1141.0,0.2
Navel,2.8719343686589682,3.1592639273326735,1.5959400109873065,522.0,0.3
Mandarin,3.833821382370721,2.997180307091433,1.7029419710425862,1226.0,0.2
Blood Orange,4.0939532041387645,2.932886970901441,1.879125193300377,1020.0,0.35
Navel,2.7534986809002513,2.2297624689479747,1.3509957936865298,1045.0,0.3
Valencia,3.7572443563016384,3.042216344226083,2.169833533476447,1123.0,0.25
Navel,2.7097408461156083,2.3804961597720258,1.3346654713639363,797.0,0.3
Navel,2.3116487678752615,2.3510981179963273,1.6267346401235152,791.0,0.3
Mandarin,3.5481102658480426,2.3895264713984825,2.034191939843371,1059.0,0.2
Blood Orange,3.8577254891269934,3.2320715288588415,1.853908543505578,1026.0,0.35
Blood Orange,3.7612780146954394,2.7997534605258996,1.7057658670351217,1293.0,0.35
Mandarin,4.3356170409687085,2.907112677871065,1.633558186354157,1208.0,0.2
Blood Orange,3.7632328510336928,2.876401873397204,1.7033763632508583,979.0,0.35
Navel,2.7765419119268753,2.5675283815463317,1.416550567679921,702.0,0.3
Mandarin,3.1636470665292693,2.2483460188724504,2.095014595790211,1171.0,0.2
Blood Orange,2.944348836945272,2.9418185950782454,2.122682853658657,1344.0,0.35
Blood Orange,3.480412665841442,2.906072728534445,2.1559624041256042,980.0,0.35
Mandarin,3.7841193322298734,2.8985302161133655,1.947882957210757,1120.0,0.2
Mandarin,4.100399305204019,2.9791637513210274,1.6777086508295314,1470.0,0.2
Valencia,4.0770353315890375,3.181225597854411,2.8267819483271786,976.0,0.25
Mandarin,4.131108187238645,2.9201592053796115,1.671344606542966,1220.0,0.2
Blood Orange,3.887818364759758,2.6517903404766985,1.2118851344468746,1212.0,0.35
Navel,2.3247719359615244,2.6340422480783996,1.1343653461200967,934.0,0.3
Navel,2.81518986538153,2.5017627567232603,1.500640385583364,586.0,0.3
Navel,2.1827579056595408,2.277605987248413,1.5040107574011956,822.0,0.3
Blood Orange,3.5097986156539496,2.7066618782378162,1.9814165092427265,953.0,0.35
Mandarin,3.671389380324251,2.6086478330579244,1.550374052225074,1181.0,0.2
Blood Orange,3.787866571509124,2.8444662559519656,1.8909712605181914,1158.0,0.35
Navel,2.7906233179333437,2.207857161776816,1.3856457694908586,626.0,0.3
Mandarin,3.597649065517032,2.4303112611733186,1.6826869104506728,1000.0,0.2
Valencia,3.990446678505018,2.7016768310041663,1.077176685003172,782.0,0.25
Blood Orange,3.645217303445548,3.3406671466952846,1.816856680049697,1141.0,0.35
Mandarin,3.7082142274704823,2.668457662589618,1.7444753753229447,1056.0,0.2
Navel,2.9096015438751275,2.451642327094531,1.5866549210055352,887.0,0.3
Navel,2.0905725309752703,2.491252036484368,1.4593188990164754,642.0,0.3
Blood Orange,3.9524044327348133,2.9173054371846234,2.2946903552370066,1267.0,0.35
Blood Orange,3.6097167460689255,2.7936144468071378,2.184395111858493,1162.0,0.35
Blood Orange,3.571712851461932,2.798009614499053,1.785545187196785,1017.0,0.35
Navel,2.7331830891303865,2.3835834146907895,1.5831191367490154,720.0,0.3
Valencia,2.782565929091369,2.986354653817211,1.362422061535583,1186.0,0.25
Blood Orange,3.344194244917015,2.489574192797554,1.9551333098681547,1004.0,0.35
Valencia,5.392719929049121,2.835702985672366,1.6670559199998307,1046.0,0.25
Blood Orange,3.7632015152425664,3.3287079021690107,1.7335627931699875,1123.0,0.35
Mandarin,4.090204931601309,2.706461831001838,1.9083076357640916,936.0,0.2
Mandarin,3.69293854159232,2.963697197041008,1.822622730949889,1162.0,0.2
Mandarin,3.6868339272152264,2.821289451587664,1.784620498702629,1204.0,0.2
Navel,2.4571936863779604,2.0089454318358366,1.5057191076142402,862.0,0.3
Valencia,1.2716786124772754,3.754004997698135,1.7939551369430882,872.0,0.25
Mandarin,3.8120214369643324,2.7016735248110746,2.0183711927755263,1208.0,0.2
Mandarin,4.290819134294871,2.908402830711293,1.7625222354608394,1324.0,0.2
Mandarin,3.7534892575645022,2.8198180785359477,1.7256306758182187,1382.0,0.2
Mandarin,4.36212604060421,2.7212788684426514,1.6737465276439105,1292.0,0.2
Mandarin,3.6706710987467726,2.9718254100571646,1.9016335550381576,1396.0,0.2
Blood Orange,3.36099749155928,2.7816108388852436,1.678881048222155,984.0,0.35
Blood Orange,3.9056591426246445,3.1999340441037596,1.991230607165411,1052.0,0.35
Blood Orange,4.345896238360305,3.012731710697344,1.5339900557060462,1101.0,0.35
Navel,2.2069313839794025,2.2641680309819137,1.1731602719707637,724.0,0.3
Blood Orange,3.70008438635844,2.529315010329351,2.2287852535785206,1242.0,0.35
Mandarin,3.7375144690715008,3.2723113712426715,1.8298484241607782,1498.0,0.2
Valencia,2.98330789677563,3.040718260931797,2.9248326133617946,1042.0,0.25
Mandarin,3.809163974312185,2.7889349407464796,1.9904647125471455,1094.0,0.2
Blood Orange,2.770203301106356,3.433046875781866,1.8165430503266857,1180.0,0.35
Navel,2.263269345923005,2.5004993823153945,1.4760090318364436,700.0,0.3
Navel,2.172112058034191,1.59941576877964,1.502280192198878,700.0,0.3
Valencia,4.611146412612424,2.2600641470347402,3.3151376657209726,951.0,0.25
Blood Orange,3.618525559330938,3.0715624841147315,1.779310817230417,1239.0,0.35
Navel,2.0401236839709616,1.8152119343623114,1.5069202588433528,685.0,0.3
Valencia,0.888909856151463,2.588958563231844,2.4258637394901363,922.0,0.25
Blood Orange,3.729910393427164,2.65254436261322,2.0287262550906675,1193.0,0.35
Valencia,4.366182023187162,3.9776854834574094,2.025211991493395,1170.0,0.25
Mandarin,3.2258771987415478,2.9990684729774144,1.7768891402362748,1379.0,0.2
Valencia,4.279730484701526,2.8707094976891923,1.695260693119999,995.0,0.25
Mandarin,4.023066054652501,2.8631078099889438,1.7991108891250154,1405.0,0.2
Mandarin,4.013244217638702,2.9423733518781354,2.0968975562468906,1103.0,0.2
Blood Orange,3.174373196738949,2.93516797582699,1.7512655650598252,1079.0,0.35
Mandarin,4.212692578314163,2.2603924772880255,1.8589099929873263,919.0,0.2
Navel,2.2339287021148375,2.851321503093012,1.5129678786011391,830.0,0.3
Valencia,2.1588784842084676,1.9548112333978402,2.062933875769314,1327.0,0.25
Mandarin,4.092811257610678,2.3329198202472217,1.6005162207998906,1147.0,0.2
Mandarin,4.177129244645481,2.633097080871039,1.8388554153064427,803.0,0.2
Blood Orange,3.775629913832674,2.8859751316647744,2.0076874000709077,1165.0,0.35
Blood Orange,4.065593492997728,2.438405761752204,2.115894524404506,1263.0,0.35
Blood Orange,3.245564406680993,2.6431757807311342,1.9646713062960517,915.0,0.35
Blood Orange,3.2961544360289707,2.413913736767914,1.685133767369499,1432.0,0.35
Blood Orange,3.5947482195390226,2.8716470923393165,2.1161088254050973,883.0,0.35
Blood Orange,4.024777338165576,3.1100977195907875,1.9536412843245168,1107.0,0.35
Mandarin,3.9228655334713074,2.5601219500988526,2.0267459024826477,1456.0,0.2
Mandarin,3.960597977531793,2.359379469909347,1.5959356345231175,1286.0,0.2
Mandarin,2.950396439027304,2.4749720019207158,1.7804069406007321,1410.0,0.2
Blood Orange,3.64225817832449,2.5850826497343156,1.8154912823182088,1157.0,0.35
Mandarin,3.43925740753867,2.9248298903247467,1.769863870019861,1218.0,0.2
Blood Orange,2.88023187958379,2.800303418196365,1.8652943661925707,967.0,0.35
Mandarin,3.715527370759969,2.623183989406429,1.8667172043610876,1353.0,0.2
Navel,2.2442837599429355,2.2734272827551303,1.4838534744651983,673.0,0.3
Mandarin,3.7662668731942133,3.069359251960936,1.8442613674952795,1035.0,0.2
Mandarin,3.930172891211564,2.4189831664858605,1.6209198538728817,1091.0,0.2
Mandarin,3.510213842347439,2.582706604230663,1.6840211234664841,977.0,0.2
Navel,2.6976095755952256,2.218890306662913,1.3881830830140078,761.0,0.3
Mandarin,3.6996135182137633,2.5361328708065844,1.7549990011482366,1331.0,0.2
Mandarin,3.4601293351381868,2.8137210365913403,1.9407800787312532,1259.0,0.2
Valencia,3.971688876977337,4.079931217142535,3.094166991443944,836.0,0.25
Valencia,3.7937548255386875,3.4325181953117934,-0.2021508502816669,765.0,0.25
Navel,2.0719186943719023,2.126971908041195,1.348131427088429,950.0,0.3
Valencia,4.245326939207224,0.8405845985532818,2.149065580679086,974.0,0.25
Mandarin,3.9500050087571905,2.3704606665804886,1.7056528938613098,1361.0,0.2
Blood Orange,3.7731624518602795,2.8807716997723833,1.7689953698758243,1267.0,0.35
Valencia,1.6820526824103041,3.57261335304079,1.1387844466013584,924.0,0.25
Mandarin,3.9227864190502553,3.022924656708278,1.7338672668097759,1284.0,0.2
Blood Orange,3.5224489606286,3.0060631545252177,1.7301854254612679,1320.0,0.35
Navel,2.478806183927964,2.587673258076448,1.4629560578639254,696.0,0.3
Mandarin,4.339075556772478,2.7386983189290857,1.732812774237669,1170.0,0.2
Navel,2.177713771607383,2.8773535049635424,1.5515128431459082,851.0,0.3
Valencia,4.185888688491236,2.4860970497200845,1.23115084032519,825.0,0.25
Navel,2.541074562664802,2.202465811824404,1.7476857992947628,647.0,0.3
Navel,2.5550285940002575,2.6151661728861115,1.4123437087033017,844.0,0.3
Mandarin,4.030597443776215,3.2527728550216173,1.714108307193194,1470.0,0.2
Navel,2.443661523407558,2.694774921975973,1.4840020989509661,741.0,0.3
Blood Orange,3.7145993371573085,2.9262957459573675,1.8106754496198734,796.0,0.35
Mandarin,3.703622318882597,2.653430133773612,1.8499197326106682,1352.0,0.2
Valencia,3.510313307996638,1.3990852533599514,1.1230865324055572,931.0,0.25
Mandarin,3.886177193740038,2.7991371692022997,1.794510406062563,1187.0,0.2
Blood Orange,3.954903116439366,3.0239218456889976,2.1392345542063396,1200.0,0.35
Mandarin,3.9713329466389466,2.6368917910951666,1.6359157414898393,1231.0,0.2
Blood Orange,3.559471159808245,2.9862975584698823,1.805433007804099,1068.0,0.35
Mandarin,3.520005127931923,2.78965748617348,1.8109016848655686,1169.0,0.2
Blood Orange,3.887346442283882,2.811279072781226,1.8382686427430686,1039.0,0.35
Blood Orange,4.462512676730378,2.948457934232103,2.126401026735466,1024.0,0.35
Navel,2.366177149977244,2.3979861279968144,1.465053627866259,585.0,0.3
Blood Orange,3.761514107104399,2.8883797109917775,1.8132891334533663,1105.0,0.35
Mandarin,3.4801993452898827,3.0273547570625596,1.805363958471124,1488.0,0.2
Valencia,3.3916501076723886,4.483128627973814,1.9499173585354646,873.0,0.25
Navel,2.390890552557512,2.756823518758675,1.510731691996637,882.0,0.3
Navel,2.6750104020463894,2.870641907323442,1.770069414369034,657.0,0.3
Blood Orange,3.710375480680119,2.9875966258376536,1.971730876796679,1051.0,0.35
Valencia,3.5995763461343593,1.781316170022803,2.246222761276432,862.0,0.25
Navel,1.9602407696296011,2.2253890804491423,1.5002059395301528,707.0,0.3
Blood Orange,3.0601991472201124,3.1155370142210668,1.8762826752899815,1166.0,0.35
Mandarin,3.937217738875901,2.8406319608493544,1.7976108813150182,1338.0,0.2
Mandarin,3.8933373338280957,2.4764916727549657,1.9592400255052893,1022.0,0.2
Mandarin,4.0883161282235605,2.653649732895171,1.657518909636529,1067.0,0.2
Mandarin,2.9840961907032155,2.471019475872184,1.8024737230471297,1017.0,0.2
Navel,2.9440837130193818,2.226671140450337,1.742705854995776,603.0,0.3
Blood Orange,2.9700800864866395,2.6238274631985976,1.9814260662166496,1015.0,0.35
Blood Orange,3.968235238578774,2.7298356433518283,2.1624344257267047,1169.0,0.35
Mandarin,3.633760625874654,3.2498474470416285,1.8158751965425168,1071.0,0.2
Mandarin,3.9397775203135352,2.711908538919004,1.7348686705210419,1183.0,0.2
Navel,2.823111241884261,2.4100693754919393,1.4135637275659645,869.0,0.3
Blood Orange,3.3320700772983822,2.594802435346573,2.0057218312252743,1130.0,0.35
Mandarin,3.9231805373960142,2.944290955010387,1.70468543420711,1328.0,0.2
Blood Orange,3.304499343415231,3.304713774165669,1.7707905395212227,1203.0,0.35
Blood Orange,3.5208571355826153,3.3814514343648816,2.2903522024535627,1267.0,0.35
Blood Orange,3.423469904039927,2.712604324056859,1.7021999494263396,1208.0,0.35
Blood Orange,3.2294998358381215,2.77274854035217,1.9231330148092691,1026.0,0.35
Blood Orange,3.7397436395336308,2.8459230376048916,2.2462389917222523,1352.0,0.35
Navel,2.347889010362367,1.6956870925656489,1.441114911305227,669.0,0.3
Blood Orange,3.4816631070551822,2.9830603900454293,2.0581311423035205,1258.0,0.35
Blood Orange,3.456550911546063,2.786665641965371,2.07854163057474,1036.0,0.35
Blood Orange,4.03862491924513,3.3996214743183812,1.5544932761267822,1189.0,0.35
Mandarin,3.5932854711746085,2.635573843758239,2.0479724748847983,1095.0,0.2
Mandarin,3.8287956344090412,2.891403441999366,1.776227143871345,1175.0,0.2
Valencia,3.4779553034369908,1.7442251182584985,3.22287744705341,687.0,0.25
Blood Orange,3.89506794640739,2.4859834966127083,1.8812698883608798,924.0,0.35
Valencia,0.22347226419335975,2.157428298286992,0.45707855284570975,940.0,0.25
Valencia,1.886822694137639,2.200892457345242,2.909953306002463,1147.0,0.25
Mandarin,3.8417192450914044,2.54269893862738,1.6125992227707686,1094.0,0.2
Mandarin,3.8528222637792378,2.902986844385016,1.9628275478162633,1481.0,0.2
Mandarin,3.709176194928724,3.0969038325807667,1.8878776208726904,1370.0,0.2
Navel,2.703881211716072,3.1822067708872286,1.4270131127437409,600.0,0.3
Mandarin,3.7435730785851047,2.489275682141436,1.976674425705849,854.0,0.2
Mandarin,4.190340410624957,2.6034830170058747,1.9353054367119553,1173.0,0.2
Navel,2.3758588032851007,2.0612300113067548,1.3608955607890552,907.0,0.3
Navel,2.897336823508928,2.3113405021763453,1.6810316755202377,1061.0,0.3
Blood Orange,3.3691010634766156,3.018501966819257,2.0454349740040874,1095.0,0.35
Blood Orange,3.7366387173136886,2.8828857360482085,1.6157740851124254,977.0,0.35
Navel,2.2491665861497694,2.75688437733177,1.5388196351010912,925.0,0.3
Blood Orange,3.4951037159515788,2.169645655829839,1.9693308553983702,1232.0,0.35
Blood Orange,4.366016537587993,2.8450567535716593,2.080144781017836,1220.0,0.35
Valencia,2.682715367506582,2.2241001021124456,1.8401605043255553,910.0,0.25
Navel,2.5379706404592324,2.8172028282789707,1.5957036050243183,841.0,0.3
Mandarin,3.3993701705549495,2.5112273529590423,1.7677198987129001,1292.0,0.2
Mandarin,3.6443963938134223,2.714980667663124,1.9224802319660657,1200.0,0.2
Mandarin,3.995109153810394,2.4885889178939022,1.6897458733807533,1365.0,0.2
Mandarin,3.5300340569769544,2.94462418260166,1.7917667722868418,1278.0,0.2
Blood Orange,3.5748085140363215,2.5557607300414715,1.7942885908668025,907.0,0.35
Mandarin,3.888733726552066,3.052776638937094,1.8368424641852663,1195.0,0.2
Mandarin,4.154933216381605,2.4709920323240357,1.9562509108956923,1198.0,0.2
Blood Orange,3.9298100078969385,2.398718643336963,2.0510099360511775,911.0,0.35
Blood Orange,3.4494595144586695,3.1677060921640074,1.5928269179534755,989.0,0.35
Navel,2.6801815605199226,2.4946998928263895,1.5261559573052288,537.0,0.3
Valencia,4.919255084587278,2.4516509970336,1.0862092266193633,837.0,0.25
Navel,2.400696818979476,2.6801155322589376,1.3673977905377872,948.0,0.3
Blood Orange,3.554243899559224,3.0173101181532083,1.8145022866620701,1128.0,0.35
Blood Orange,3.5142213855481006,2.705331131835597,1.5629235790257545,1141.0,0.35
Mandarin,4.321663849463107,2.930734019558285,1.8982295657222013,889.0,0.2
Blood Orange,3.8107572213516225,3.1183182620751757,2.2948199896483796,1165.0,0.35
Valencia,4.363774431940979,2.909487772989312,2.5999785586571993,1022.0,0.25
Navel,2.5733831083988417,2.188030700429999,1.5133614303744845,785.0,0.3
Navel,2.906414101666714,2.5674393621402483,1.4968872797604007,978.0,0.3
Blood Orange,2.9679223080888026,2.8951693020071843,2.112142999868434,984.0,0.35
Mandarin,3.7015487829363725,2.783326070901082,1.9178487828586435,1136.0,0.2
Blood Orange,3.910202618117514,2.886185251067587,1.5999343248042859,990.0,0.35
Mandarin,3.862805376865719,2.909140011726069,1.7573822864287565,1248.0,0.2
Valencia,5.228522723707032,3.4146742666092207,1.8714124496836395,1068.0,0.25
Navel,3.0950890645167757,2.568020796416596,1.7516487435289325,860.0,0.3
Navel,2.422939090800425,2.617388559059929,1.6605540025459762,714.0,0.3
Navel,2.1316947957187775,2.889139286411283,1.4119532658467053,689.0,0.3
Blood Orange,3.0680089391449465,2.8458667820375427,1.7431557234931232,1199.0,0.35
Mandarin,3.9458657511016324,2.73103263248318,1.803793832015053,941.0,0.2
Mandarin,3.9241741010330697,2.7402159835256223,1.9004088707088813,1311.0,0.2
Mandarin,3.750462427486474,3.187114248104776,1.7140362073506046,719.0,0.2
Navel,2.45280841351583,2.6104959408079895,1.4062131116164238,712.0,0.3
Blood Orange,3.459623531582516,3.269400443771303,1.7603194845414751,1253.0,0.35
Navel,2.130836186306384,2.2972373540652677,1.6218500384012746,866.0,0.3
Mandarin,3.4676866656371836,3.515795223074929,1.72165484601432,1022.0,0.2
Mandarin,3.681163040674565,3.4762851096414886,1.900895507785214,1239.0,0.2
Navel,2.703839229699525,2.20327787834671,1.537197313320528,799.0,0.3
Mandarin,3.939676757268479,2.538352480668753,1.9765180443575796,1156.0,0.2
Mandarin,3.959913399744846,3.314827948598036,1.8542273466436412,1105.0,0.2
Blood Orange,3.655717118334084,2.6529758280078473,1.798931855620423,828.0,0.35
Mandarin,4.206428057525342,2.7076460369118887,1.7692213026015446,1155.0,0.2
Blood Orange,3.8931417699512143,3.3902202031284774,1.9945579312043862,1029.0,0.35
Valencia,3.37845791883644,2.6096123963732576,0.548702044828933,848.0,0.25
Navel,2.1506654638388607,1.9885944637917254,1.3432775520930216,895.0,0.3
Navel,2.5388428818466244,2.5346245063541164,1.3720426128349816,829.0,0.3
Mandarin,3.3588794794585755,3.1031282659376522,1.874426911843257,1287.0,0.2
Mandarin,3.9329271206220935,2.560934718973524,1.7585821011742226,1266.0,0.2
Blood Orange,3.339241874117309,3.1530651275163337,1.5944736103642452,1225.0,0.35
Valencia,3.6155523506591454,4.002824740110661,0.9804964339187501,1049.0,0.25
Navel,2.738164108692514,2.2203138883652103,1.5065993267165982,762.0,0.3
Mandarin,3.88436506721967,2.5139173228159435,1.6883604245880197,1022.0,0.2
Mandarin,3.784967762362912,2.9294901558433666,1.8865401895579836,1323.0,0.2
Mandarin,4.217332781808593,2.666409391453479,2.1163274717623146,1239.0,0.2
Mandarin,3.6425181731258003,2.8823250985846025,1.635004378864604,1139.0,0.2
Navel,2.50477434270357,1.9267554679241075,1.400502890829293,803.0,0.3
Mandarin,3.6432264375404158,2.7078604839523948,1.7326444287829552,1274.0,0.2
